Model,Best_Fold,Val_Accuracy,Test_Accuracy,Precision,Recall,F1_Score,Avg_Epoch_Time_Sec
Custom_ResAttNet_Platinum,4,0.9926062846580407,0.9900332225913622,0.9900647707955452,0.9900332225913622,0.9900205177950413,10.287700160344441
