Model,Best_Fold,Val_Accuracy,Test_Accuracy,Precision,Recall,F1_Score,Avg_Epoch_Time_Sec
InceptionV3,5,0.9953789279112755,0.9883720930232558,0.988483817184895,0.9883720930232558,0.9883753948969112,10.365709900856018
