Model,Best_Fold,Val_Accuracy,Test_Accuracy,Precision,Recall,F1_Score,Avg_Epoch_Time_Sec
Hybrid (Dense_FT + Eff_Frozen),2,0.9953789279112755,0.9916943521594684,0.9917668970336548,0.9916943521594684,0.9916938895781351,12.894361534118651
