Model,Best_Fold,Val_Accuracy,Test_Accuracy,Precision,Recall,F1_Score,Avg_Epoch_Time_Sec
Hybrid (Xception+DenseNet121),2,0.9972273567467652,0.9933554817275747,0.9933554817275747,0.9933554817275747,0.9933554817275747,14.119544401168824
