Model,Best_Fold,Val_Accuracy,Test_Accuracy,Precision,Recall,F1_Score,Avg_Epoch_Time_Sec
Xception,1,0.9972273567467652,0.9950166112956811,0.9950330581230881,0.9950166112956811,0.9950207229262031,15.051458876183693
