Model,Best_Fold,Val_Accuracy,Test_Accuracy,Precision,Recall,F1_Score,Avg_Epoch_Time_Sec
Triple_Hybrid (Dense+Xcp+Inc),1,0.9990757855822551,0.9966777408637874,0.996685964277491,0.9966777408637874,0.9966777305847111,17.65597857952118
