Model,Best_Fold,Val_Accuracy,Test_Accuracy,Precision,Recall,F1_Score,Avg_Epoch_Time_Sec
DenseNet121,5,0.9935304990757856,0.9883720930232558,0.9885756628232688,0.9883720930232558,0.9883204115861353,11.155689239501953
