Model,Best_Fold,Val_Accuracy,Test_Accuracy,Precision,Recall,F1_Score,Avg_Epoch_Time_Sec
MobileNetV2,1,0.9935304990757856,0.9900332225913622,0.9900823200170206,0.9900332225913622,0.9900413220340046,13.492770895044854
