Model,Best_Fold,Val_Accuracy,Test_Accuracy,Precision,Recall,F1_Score,Avg_Epoch_Time_Sec
Hybrid (DenseNet121+InceptionV3),2,0.9972273567467652,0.9900332225913622,0.9900975465563108,0.9900332225913622,0.990036985690509,11.96477590560913
