Model,Best_Fold,Val_Accuracy,Test_Accuracy,Precision,Recall,F1_Score,Avg_Epoch_Time_Sec
Hybrid_FineTuned (Inception+Xception),1,0.9972273567467652,0.9950166112956811,0.9950165290615439,0.9950166112956811,0.995012458548854,13.67405152797699
